CountyCode,CountyName,DistrictCode,DistrictName,Teachers/Admins,Female,Male,White,Hispanic,Black or African American,Asian,American Indian or Alaska Native,Native Hawaiian or Pacific Islander,Two or More Races,Year
03,BERGEN,5755,WESTWOOD REGIONAL,Admins,42.1,57.9,84.2,15.8,0.0,0.0,0.0,0.0,0.0,2017-18
03,BERGEN,5755,WESTWOOD REGIONAL,Teachers,77.7,22.3,94.4,2.4,0.0,2.8,0.4,0.0,0.0,2017-18
03,BERGEN,5830,WOOD-RIDGE BORO,Admins,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
03,BERGEN,5830,WOOD-RIDGE BORO,Teachers,79.8,20.2,98.0,2.0,0.0,0.0,0.0,0.0,0.0,2017-18
03,BERGEN,5880,WOODCLIFF LAKE BORO,Admins,66.7,33.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
03,BERGEN,5880,WOODCLIFF LAKE BORO,Teachers,86.6,13.4,96.3,1.2,0.0,2.4,0.0,0.0,0.0,2017-18
03,BERGEN,5920,WYCKOFF TWP,Admins,41.7,58.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
03,BERGEN,5920,WYCKOFF TWP,Teachers,83.4,16.6,96.7,1.1,0.0,2.2,0.0,0.0,0.0,2017-18
05,BURLINGTON,0200,BASS RIVER TWP,Admins,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,0200,BASS RIVER TWP,Teachers,80.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,0380,BEVERLY CITY,Admins,50.0,50.0,83.3,0.0,16.7,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,0380,BEVERLY CITY,Teachers,85.7,14.3,89.3,0.0,10.7,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,0475,BORDENTOWN REGIONAL,Admins,40.0,60.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,0475,BORDENTOWN REGIONAL,Teachers,78.9,21.1,94.1,1.6,2.7,1.6,0.0,0.0,0.0,2017-18
05,BURLINGTON,0600,BURLINGTON CITY,Admins,56.3,43.8,68.8,6.3,25.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,0600,BURLINGTON CITY,Teachers,70.7,29.3,88.5,1.7,7.5,1.1,1.1,0.0,0.0,2017-18
05,BURLINGTON,0605,BURLINGTON CO SPEC SERV,Admins,72.2,27.8,94.4,0.0,5.6,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,0605,BURLINGTON CO SPEC SERV,Teachers,76.4,23.6,89.9,2.0,7.4,0.0,0.0,0.7,0.0,2017-18
05,BURLINGTON,0610,BURLINGTON CO VOCATIONAL,Admins,42.9,57.1,85.7,0.0,14.3,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,0610,BURLINGTON CO VOCATIONAL,Teachers,58.8,41.2,83.1,4.7,10.1,1.4,0.0,0.7,0.0,2017-18
05,BURLINGTON,0620,BURLINGTON TWP,Admins,42.9,57.1,76.2,0.0,23.8,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,0620,BURLINGTON TWP,Teachers,78.9,21.1,88.6,2.7,6.9,1.5,0.3,0.0,0.0,2017-18
05,BURLINGTON,0830,CHESTERFIELD TWP,Admins,20.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,0830,CHESTERFIELD TWP,Teachers,86.4,13.6,94.9,1.7,1.7,1.7,0.0,0.0,0.0,2017-18
05,BURLINGTON,0840,CINNAMINSON TWP,Admins,43.5,56.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,0840,CINNAMINSON TWP,Teachers,74.3,25.7,97.3,0.0,1.8,0.5,0.0,0.0,0.5,2017-18
05,BURLINGTON,1030,DELANCO TWP,Admins,25.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,1030,DELANCO TWP,Teachers,85.3,14.7,94.1,2.9,2.9,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,1060,DELRAN TWP,Admins,72.2,27.8,94.4,0.0,5.6,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,1060,DELRAN TWP,Teachers,76.3,23.8,93.8,1.7,2.1,2.1,0.4,0.0,0.0,2017-18
05,BURLINGTON,1250,EASTAMPTON TWP,Admins,60.0,40.0,60.0,20.0,20.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,1250,EASTAMPTON TWP,Teachers,69.8,30.2,94.3,5.7,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,1280,EDGEWATER PARK TWP,Admins,66.7,33.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,1280,EDGEWATER PARK TWP,Teachers,87.0,13.0,89.9,4.3,4.3,1.4,0.0,0.0,0.0,2017-18
05,BURLINGTON,1420,EVESHAM TWP,Admins,52.4,47.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,1420,EVESHAM TWP,Teachers,90.9,9.1,97.4,1.1,0.6,0.9,0.0,0.0,0.0,2017-18
05,BURLINGTON,1520,FLORENCE TWP,Admins,42.9,57.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,1520,FLORENCE TWP,Teachers,83.6,16.4,94.5,2.3,2.3,0.8,0.0,0.0,0.0,2017-18
05,BURLINGTON,1910,HAINESPORT TWP,Admins,25.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,1910,HAINESPORT TWP,Teachers,88.1,11.9,91.5,6.8,1.7,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,2610,LENAPE REGIONAL,Admins,36.6,63.4,90.2,2.4,4.9,2.4,0.0,0.0,0.0,2017-18
05,BURLINGTON,2610,LENAPE REGIONAL,Teachers,56.7,43.3,96.4,1.5,1.5,0.3,0.0,0.0,0.2,2017-18
05,BURLINGTON,2850,LUMBERTON TWP,Admins,63.6,36.4,81.8,0.0,9.1,9.1,0.0,0.0,0.0,2017-18
05,BURLINGTON,2850,LUMBERTON TWP,Teachers,82.1,17.9,89.6,2.8,5.7,1.9,0.0,0.0,0.0,2017-18
05,BURLINGTON,2960,MANSFIELD TWP,Admins,60.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,2960,MANSFIELD TWP,Teachers,96.6,3.4,98.3,1.7,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,3010,MAPLE SHADE TWP,Admins,69.2,30.8,84.6,0.0,15.4,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,3010,MAPLE SHADE TWP,Teachers,82.8,17.2,96.8,0.5,2.2,0.0,0.0,0.0,0.5,2017-18
05,BURLINGTON,3070,MEDFORD LAKES BORO,Admins,33.3,66.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,3070,MEDFORD LAKES BORO,Teachers,84.1,15.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,3080,MEDFORD TWP,Admins,40.0,60.0,93.3,0.0,0.0,6.7,0.0,0.0,0.0,2017-18
05,BURLINGTON,3080,MEDFORD TWP,Teachers,84.3,15.7,96.3,0.9,0.5,1.8,0.0,0.5,0.0,2017-18
05,BURLINGTON,3360,MOORESTOWN TWP,Admins,53.8,46.2,80.8,11.5,7.7,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,3360,MOORESTOWN TWP,Teachers,76.6,23.4,95.4,0.9,2.3,0.9,0.0,0.6,0.0,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,Admins,50.0,50.0,87.5,0.0,12.5,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,Teachers,84.9,15.1,92.5,2.2,4.3,1.1,0.0,0.0,0.0,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,Admins,52.4,47.6,81.0,0.0,19.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,Teachers,86.1,13.9,90.1,1.7,3.7,1.4,0.0,0.0,3.1,2017-18
05,BURLINGTON,3540,NEW HANOVER TWP,Admins,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,3540,NEW HANOVER TWP,Teachers,84.6,15.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,Admins,62.5,37.5,87.5,0.0,12.5,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,Teachers,95.5,4.5,93.8,1.8,2.7,0.9,0.0,0.0,0.9,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,Admins,50.0,50.0,92.9,0.0,7.1,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,Teachers,64.6,35.4,90.2,3.7,1.8,4.3,0.0,0.0,0.0,2017-18
05,BURLINGTON,3920,PALMYRA BORO,Admins,22.2,77.8,88.9,0.0,11.1,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,3920,PALMYRA BORO,Teachers,70.7,29.3,93.9,1.2,3.7,1.2,0.0,0.0,0.0,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,Admins,62.9,37.1,80.0,0.0,20.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,Teachers,79.0,21.0,88.7,2.6,8.0,0.7,0.0,0.0,0.0,2017-18
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,Admins,35.7,64.3,92.9,0.0,7.1,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,Teachers,60.6,39.4,92.3,4.2,3.5,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,Admins,40.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,Teachers,79.1,20.9,91.3,5.2,2.6,0.9,0.0,0.0,0.0,2017-18
05,BURLINGTON,4460,RIVERTON,Admins,66.7,33.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,4460,RIVERTON,Teachers,88.5,11.5,96.2,0.0,3.8,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,4740,SHAMONG TWP,Admins,83.3,16.7,83.3,0.0,16.7,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,4740,SHAMONG TWP,Teachers,81.8,18.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,Admins,88.9,11.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,Teachers,86.3,13.7,94.5,1.4,1.4,1.4,0.0,1.4,0.0,2017-18
05,BURLINGTON,5010,SPRINGFIELD TWP,Admins,50.0,50.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,5010,SPRINGFIELD TWP,Teachers,84.6,15.4,96.2,0.0,0.0,3.8,0.0,0.0,0.0,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,Admins,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,Teachers,82.5,17.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,5720,WESTAMPTON,Admins,60.0,40.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,5720,WESTAMPTON,Teachers,84.8,15.2,92.4,6.3,1.3,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,Admins,65.6,34.4,12.5,6.3,78.1,3.1,0.0,0.0,0.0,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,Teachers,75.1,24.9,53.5,1.8,43.6,1.1,0.0,0.0,0.0,2017-18
05,BURLINGTON,5890,WOODLAND TWP,Admins,66.7,33.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
05,BURLINGTON,5890,WOODLAND TWP,Teachers,88.9,11.1,94.4,5.6,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,0150,AUDUBON BORO,Admins,36.4,63.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,0150,AUDUBON BORO,Teachers,76.1,23.9,98.5,0.7,0.0,0.7,0.0,0.0,0.0,2017-18
07,CAMDEN,0190,BARRINGTON BORO,Admins,40.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,0190,BARRINGTON BORO,Teachers,92.1,7.9,96.8,1.6,0.0,1.6,0.0,0.0,0.0,2017-18
07,CAMDEN,0260,BELLMAWR BORO,Admins,70.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,0260,BELLMAWR BORO,Teachers,85.7,14.3,95.6,3.3,1.1,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,0330,BERLIN BORO,Admins,80.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,0330,BERLIN BORO,Teachers,82.9,17.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,0340,BERLIN TWP,Admins,83.3,16.7,83.3,16.7,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,0340,BERLIN TWP,Teachers,80.3,19.7,93.9,3.0,1.5,1.5,0.0,0.0,0.0,2017-18
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,Admins,54.3,45.7,80.0,5.7,14.3,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,Teachers,60.8,39.2,93.6,1.8,3.5,0.0,1.1,0.0,0.0,2017-18
07,CAMDEN,0580,BROOKLAWN BORO,Admins,0.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,0580,BROOKLAWN BORO,Teachers,70.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,0680,CAMDEN CITY,Admins,74.7,25.3,24.2,11.0,62.6,2.2,0.0,0.0,0.0,2017-18
07,CAMDEN,0680,CAMDEN CITY,Teachers,75.2,24.8,44.1,11.5,42.8,1.6,0.1,0.0,0.0,2017-18
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,Admins,50.0,50.0,88.5,3.8,7.7,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,Teachers,57.7,42.3,86.1,4.1,8.2,1.5,0.0,0.0,0.0,2017-18
07,CAMDEN,0800,CHERRY HILL TWP,Admins,40.4,59.6,68.1,8.5,19.1,4.3,0.0,0.0,0.0,2017-18
07,CAMDEN,0800,CHERRY HILL TWP,Teachers,78.5,21.5,90.4,3.4,3.4,2.6,0.1,0.1,0.1,2017-18
07,CAMDEN,0880,CLEMENTON BORO,Admins,80.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,0880,CLEMENTON BORO,Teachers,88.5,11.5,96.2,1.9,1.9,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,0940,COLLINGSWOOD BORO,Admins,31.6,68.4,84.2,0.0,10.5,5.3,0.0,0.0,0.0,2017-18
07,CAMDEN,0940,COLLINGSWOOD BORO,Teachers,72.9,27.1,93.6,1.1,3.7,1.1,0.0,0.0,0.5,2017-18
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,Admins,38.5,61.5,76.9,0.0,23.1,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,Teachers,56.7,43.3,92.2,2.8,2.8,2.1,0.0,0.0,0.0,2017-18
07,CAMDEN,1720,GIBBSBORO BORO,Admins,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,1720,GIBBSBORO BORO,Teachers,77.8,22.2,92.6,3.7,0.0,3.7,0.0,0.0,0.0,2017-18
07,CAMDEN,1770,GLOUCESTER CITY,Admins,68.8,31.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,1770,GLOUCESTER CITY,Teachers,81.8,18.2,98.4,0.5,0.5,0.5,0.0,0.0,0.0,2017-18
07,CAMDEN,1780,GLOUCESTER TWP,Admins,42.9,57.1,71.4,2.9,25.7,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,1780,GLOUCESTER TWP,Teachers,84.7,15.3,93.8,1.1,4.0,0.0,0.9,0.2,0.0,2017-18
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",Admins,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,9999999.0,2017-18
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",Teachers,80.7,19.3,66.7,10.5,17.5,5.3,0.0,0.0,0.0,2017-18
07,CAMDEN,1801,"CAMDEN PREP, INC.",Admins,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,1801,"CAMDEN PREP, INC.",Teachers,87.1,12.9,71.0,6.5,16.1,0.0,0.0,0.0,6.5,2017-18
07,CAMDEN,1802,"MASTERY SCHOOLS OF CAMDEN, INC. ",Admins,81.8,18.2,36.4,0.0,63.6,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,1802,"MASTERY SCHOOLS OF CAMDEN, INC. ",Teachers,74.3,25.7,62.2,9.5,26.4,1.4,0.0,0.7,0.0,2017-18
07,CAMDEN,1880,HADDON HEIGHTS BORO,Admins,20.0,80.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,1880,HADDON HEIGHTS BORO,Teachers,72.9,27.1,96.9,0.8,1.6,0.0,0.0,0.0,0.8,2017-18
07,CAMDEN,1890,HADDON TWP,Admins,43.8,56.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,1890,HADDON TWP,Teachers,70.7,29.3,98.8,0.6,0.0,0.6,0.0,0.0,0.0,2017-18
07,CAMDEN,1900,HADDONFIELD BORO,Admins,46.7,53.3,93.3,0.0,0.0,6.7,0.0,0.0,0.0,2017-18
07,CAMDEN,1900,HADDONFIELD BORO,Teachers,75.7,24.3,95.6,2.2,0.4,1.8,0.0,0.0,0.0,2017-18
07,CAMDEN,2540,LAUREL SPRINGS BORO,Admins,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,2540,LAUREL SPRINGS BORO,Teachers,66.7,33.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,2560,LAWNSIDE BORO,Admins,60.0,40.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,2560,LAWNSIDE BORO,Teachers,84.6,15.4,42.3,0.0,57.7,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,2670,LINDENWOLD BORO,Admins,47.4,52.6,63.2,5.3,31.6,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,2670,LINDENWOLD BORO,Teachers,81.2,18.8,78.4,8.2,12.2,0.4,0.4,0.4,0.0,2017-18
07,CAMDEN,2890,MAGNOLIA BORO,Admins,50.0,50.0,75.0,0.0,25.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,2890,MAGNOLIA BORO,Teachers,65.8,34.2,94.7,0.0,5.3,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,3110,MERCHANTVILLE BORO,Admins,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,3110,MERCHANTVILLE BORO,Teachers,87.5,12.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,3420,MOUNT EPHRAIM BORO,Admins,66.7,33.3,66.7,0.0,33.3,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,3420,MOUNT EPHRAIM BORO,Teachers,89.5,10.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,3770,OAKLYN BORO,Admins,50.0,50.0,83.3,0.0,0.0,16.7,0.0,0.0,0.0,2017-18
07,CAMDEN,3770,OAKLYN BORO,Teachers,85.0,15.0,95.0,2.5,2.5,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,4060,PENNSAUKEN TWP,Admins,56.0,44.0,68.0,4.0,28.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,4060,PENNSAUKEN TWP,Teachers,76.6,23.4,82.9,4.3,10.8,0.0,2.0,0.0,0.0,2017-18
07,CAMDEN,4110,PINE HILL BORO,Admins,53.8,46.2,92.3,0.0,7.7,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,4110,PINE HILL BORO,Teachers,82.2,17.8,92.9,1.8,4.1,0.0,1.2,0.0,0.0,2017-18
07,CAMDEN,4590,RUNNEMEDE BORO,Admins,33.3,66.7,66.7,16.7,16.7,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,4590,RUNNEMEDE BORO,Teachers,82.9,17.1,95.7,0.0,1.4,1.4,0.0,0.0,1.4,2017-18
07,CAMDEN,4790,SOMERDALE BORO,Admins,33.3,66.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,4790,SOMERDALE BORO,Teachers,79.2,20.8,97.9,0.0,2.1,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,5035,STERLING HIGH SCHOOL DIST,Admins,33.3,66.7,88.9,0.0,11.1,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,5035,STERLING HIGH SCHOOL DIST,Teachers,46.5,53.5,94.4,0.0,5.6,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,5080,STRATFORD BORO,Admins,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,5080,STRATFORD BORO,Teachers,85.2,14.8,96.3,1.2,2.5,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,5400,VOORHEES TWP,Admins,52.9,47.1,94.1,0.0,5.9,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,5400,VOORHEES TWP,Teachers,84.8,15.2,96.1,0.4,2.6,0.9,0.0,0.0,0.0,2017-18
07,CAMDEN,5560,WATERFORD TWP,Admins,33.3,66.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,5560,WATERFORD TWP,Teachers,87.0,13.0,96.1,1.3,2.6,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,5820,WINSLOW TWP,Admins,40.0,60.0,36.7,0.0,63.3,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,5820,WINSLOW TWP,Teachers,80.7,19.3,79.4,4.2,14.5,0.2,1.5,0.2,0.0,2017-18
07,CAMDEN,5900,WOODLYNNE BORO,Admins,33.3,66.7,66.7,0.0,33.3,0.0,0.0,0.0,0.0,2017-18
07,CAMDEN,5900,WOODLYNNE BORO,Teachers,81.8,18.2,93.9,3.0,3.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,0170,AVALON BORO,Admins,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,0170,AVALON BORO,Teachers,75.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,0710,CAPE MAY CITY,Admins,66.7,33.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,0710,CAPE MAY CITY,Teachers,81.8,18.2,90.9,4.5,0.0,4.5,0.0,0.0,0.0,2017-18
09,CAPE MAY,0715,CAPE MAY CO SPECIAL SERV,Admins,80.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,0715,CAPE MAY CO SPECIAL SERV,Teachers,84.2,15.8,97.4,0.0,2.6,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,0720,CAPE MAY CO VOCATIONAL,Admins,57.1,42.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,0720,CAPE MAY CO VOCATIONAL,Teachers,47.8,52.2,92.8,1.4,2.9,2.9,0.0,0.0,0.0,2017-18
09,CAPE MAY,1080,DENNIS TWP,Admins,75.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,1080,DENNIS TWP,Teachers,88.1,11.9,98.5,1.5,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,Admins,10.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,Teachers,63.4,36.6,97.6,1.6,0.8,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,2840,LOWER TWP,Admins,33.3,66.7,88.9,0.0,0.0,0.0,11.1,0.0,0.0,2017-18
09,CAPE MAY,2840,LOWER TWP,Teachers,88.1,11.9,99.3,0.7,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,3130,MIDDLE TWP,Admins,41.7,58.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,3130,MIDDLE TWP,Teachers,76.9,23.1,95.2,1.4,3.4,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,3680,NORTH WILDWOOD CITY,Admins,75.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,3680,NORTH WILDWOOD CITY,Teachers,81.6,18.4,97.4,2.6,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,3780,OCEAN CITY,Admins,36.4,63.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,3780,OCEAN CITY,Teachers,63.2,36.8,94.6,2.7,2.2,0.0,0.0,0.0,0.5,2017-18
09,CAPE MAY,5060,STONE HARBOR BORO,Admins,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,5060,STONE HARBOR BORO,Teachers,75.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,5340,UPPER TWP,Admins,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,5340,UPPER TWP,Teachers,81.0,19.0,99.2,0.8,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,5610,WEST CAPE MAY BORO,Admins,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,5610,WEST CAPE MAY BORO,Teachers,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,5790,WILDWOOD CITY,Admins,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,5790,WILDWOOD CITY,Teachers,69.8,30.2,91.7,4.2,3.1,0.0,0.0,1.0,0.0,2017-18
09,CAPE MAY,5800,WILDWOOD CREST BORO,Admins,25.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
09,CAPE MAY,5800,WILDWOOD CREST BORO,Teachers,85.3,14.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
