CountyCode,CountyName,DistrictCode,DistrictName,Teachers/Admins,Bachelors,Masters,Doctoral,HighestLevelOfEducation,HighestLevelEdPct,Year
03,BERGEN,2860,LYNDHURST TWP,Admin,9999999.0,95.0,5.0,NA,9999999.0,2017-18
03,BERGEN,2860,LYNDHURST TWP,Teachers,46.0,54.0,0.0,NA,9999999.0,2017-18
03,BERGEN,2900,MAHWAH TWP,Admin,9999999.0,92.0,8.0,NA,9999999.0,2017-18
03,BERGEN,2900,MAHWAH TWP,Teachers,37.0,62.0,1.0,NA,9999999.0,2017-18
03,BERGEN,3060,MAYWOOD BORO,Admin,9999999.0,75.0,25.0,NA,9999999.0,2017-18
03,BERGEN,3060,MAYWOOD BORO,Teachers,45.0,55.0,0.0,NA,9999999.0,2017-18
03,BERGEN,3170,MIDLAND PARK BORO,Admin,9999999.0,80.0,20.0,NA,9999999.0,2017-18
03,BERGEN,3170,MIDLAND PARK BORO,Teachers,24.0,75.0,1.0,NA,9999999.0,2017-18
03,BERGEN,3330,MONTVALE BORO,Admin,9999999.0,83.0,17.0,NA,9999999.0,2017-18
03,BERGEN,3330,MONTVALE BORO,Teachers,27.0,72.0,1.0,NA,9999999.0,2017-18
03,BERGEN,3350,MOONACHIE BORO,Admin,9999999.0,67.0,33.0,NA,9999999.0,2017-18
03,BERGEN,3350,MOONACHIE BORO,Teachers,68.0,32.0,0.0,NA,9999999.0,2017-18
03,BERGEN,3550,NEW MILFORD BORO,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
03,BERGEN,3550,NEW MILFORD BORO,Teachers,45.0,54.0,1.0,NA,9999999.0,2017-18
03,BERGEN,3600,NORTH ARLINGTON BORO,Admin,9999999.0,93.0,7.0,NA,9999999.0,2017-18
03,BERGEN,3600,NORTH ARLINGTON BORO,Teachers,65.0,35.0,1.0,NA,9999999.0,2017-18
03,BERGEN,3700,NORTHERN HIGHLANDS REG,Admin,9999999.0,87.0,13.0,NA,9999999.0,2017-18
03,BERGEN,3700,NORTHERN HIGHLANDS REG,Teachers,17.0,83.0,0.0,NA,9999999.0,2017-18
03,BERGEN,3710,NORTHERN VALLEY REGIONAL,Admin,9999999.0,83.0,17.0,NA,9999999.0,2017-18
03,BERGEN,3710,NORTHERN VALLEY REGIONAL,Teachers,23.0,73.0,4.0,NA,9999999.0,2017-18
03,BERGEN,3730,NORTHVALE BORO,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
03,BERGEN,3730,NORTHVALE BORO,Teachers,31.0,67.0,2.0,NA,9999999.0,2017-18
03,BERGEN,3740,NORWOOD BORO,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
03,BERGEN,3740,NORWOOD BORO,Teachers,35.0,65.0,0.0,NA,9999999.0,2017-18
03,BERGEN,3760,OAKLAND BORO,Admin,9999999.0,91.0,9.0,NA,9999999.0,2017-18
03,BERGEN,3760,OAKLAND BORO,Teachers,37.0,63.0,0.0,NA,9999999.0,2017-18
03,BERGEN,3850,OLD TAPPAN BORO,Admin,9999999.0,86.0,14.0,NA,9999999.0,2017-18
03,BERGEN,3850,OLD TAPPAN BORO,Teachers,22.0,78.0,0.0,NA,9999999.0,2017-18
03,BERGEN,3870,ORADELL BORO,Admin,9999999.0,83.0,17.0,NA,9999999.0,2017-18
03,BERGEN,3870,ORADELL BORO,Teachers,48.0,52.0,0.0,NA,9999999.0,2017-18
03,BERGEN,3910,PALISADES PARK,Admin,9999999.0,9999999.0,9999999.0,NA,9999999.0,2017-18
03,BERGEN,3910,PALISADES PARK,Teachers,9999999.0,9999999.0,9999999.0,NA,9999999.0,2017-18
03,BERGEN,3930,PARAMUS BORO,Admin,9999999.0,92.0,8.0,NA,9999999.0,2017-18
03,BERGEN,3930,PARAMUS BORO,Teachers,37.0,63.0,0.0,NA,9999999.0,2017-18
03,BERGEN,3940,PARK RIDGE BORO,Admin,9999999.0,81.0,19.0,NA,9999999.0,2017-18
03,BERGEN,3940,PARK RIDGE BORO,Teachers,42.0,58.0,0.0,NA,9999999.0,2017-18
03,BERGEN,3960,PASCACK VALLEY REGIONAL,Admin,9999999.0,86.0,14.0,NA,9999999.0,2017-18
03,BERGEN,3960,PASCACK VALLEY REGIONAL,Teachers,20.0,79.0,2.0,NA,9999999.0,2017-18
03,BERGEN,4300,RAMAPO-INDIAN HILL REG,Admin,9999999.0,96.0,4.0,NA,9999999.0,2017-18
03,BERGEN,4300,RAMAPO-INDIAN HILL REG,Teachers,38.0,61.0,0.0,NA,9999999.0,2017-18
03,BERGEN,4310,RAMSEY BORO,Admin,9999999.0,80.0,20.0,NA,9999999.0,2017-18
03,BERGEN,4310,RAMSEY BORO,Teachers,24.0,75.0,0.0,NA,9999999.0,2017-18
03,BERGEN,4370,RIDGEFIELD BORO,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
03,BERGEN,4370,RIDGEFIELD BORO,Teachers,39.0,61.0,0.0,NA,9999999.0,2017-18
03,BERGEN,4380,RIDGEFIELD PARK TWP,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
03,BERGEN,4380,RIDGEFIELD PARK TWP,Teachers,56.0,44.0,1.0,NA,9999999.0,2017-18
03,BERGEN,4390,RIDGEWOOD VILLAGE,Admin,9999999.0,77.0,23.0,NA,9999999.0,2017-18
03,BERGEN,4390,RIDGEWOOD VILLAGE,Teachers,40.0,58.0,1.0,NA,9999999.0,2017-18
03,BERGEN,4405,RIVER DELL REGIONAL,Admin,9999999.0,92.0,8.0,NA,9999999.0,2017-18
03,BERGEN,4405,RIVER DELL REGIONAL,Teachers,30.0,68.0,2.0,NA,9999999.0,2017-18
03,BERGEN,4410,RIVER EDGE BORO,Admin,9999999.0,90.0,10.0,NA,9999999.0,2017-18
03,BERGEN,4410,RIVER EDGE BORO,Teachers,30.0,69.0,1.0,NA,9999999.0,2017-18
03,BERGEN,4430,RIVER VALE TWP,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
03,BERGEN,4430,RIVER VALE TWP,Teachers,27.0,73.0,0.0,NA,9999999.0,2017-18
03,BERGEN,4470,ROCHELLE PARK TWP,Admin,9999999.0,67.0,33.0,NA,9999999.0,2017-18
03,BERGEN,4470,ROCHELLE PARK TWP,Teachers,37.0,61.0,2.0,NA,9999999.0,2017-18
03,BERGEN,4600,RUTHERFORD BORO,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
03,BERGEN,4600,RUTHERFORD BORO,Teachers,49.0,51.0,0.0,NA,9999999.0,2017-18
03,BERGEN,4610,SADDLE BROOK TWP,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
03,BERGEN,4610,SADDLE BROOK TWP,Teachers,69.0,31.0,0.0,NA,9999999.0,2017-18
03,BERGEN,4620,SADDLE RIVER BORO,Admin,9999999.0,75.0,25.0,NA,9999999.0,2017-18
03,BERGEN,4620,SADDLE RIVER BORO,Teachers,63.0,37.0,0.0,NA,9999999.0,2017-18
03,BERGEN,4845,SOUTH BERGEN JOINTURE COM,Admin,9999999.0,78.0,22.0,NA,9999999.0,2017-18
03,BERGEN,4845,SOUTH BERGEN JOINTURE COM,Teachers,47.0,49.0,3.0,NA,9999999.0,2017-18
03,BERGEN,4870,SOUTH HACKENSACK TWP,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
03,BERGEN,4870,SOUTH HACKENSACK TWP,Teachers,20.0,80.0,0.0,NA,9999999.0,2017-18
03,BERGEN,5150,TEANECK TWP,Admin,9999999.0,96.0,4.0,NA,9999999.0,2017-18
03,BERGEN,5150,TEANECK TWP,Teachers,26.0,74.0,1.0,NA,9999999.0,2017-18
03,BERGEN,5160,TENAFLY BORO,Admin,9999999.0,88.0,12.0,NA,9999999.0,2017-18
03,BERGEN,5160,TENAFLY BORO,Teachers,24.0,72.0,4.0,NA,9999999.0,2017-18
03,BERGEN,5330,UPPER SADDLE RIVER BORO,Admin,9999999.0,90.0,10.0,NA,9999999.0,2017-18
03,BERGEN,5330,UPPER SADDLE RIVER BORO,Teachers,50.0,50.0,0.0,NA,9999999.0,2017-18
03,BERGEN,5410,WALDWICK BORO,Admin,9999999.0,93.0,7.0,NA,9999999.0,2017-18
03,BERGEN,5410,WALDWICK BORO,Teachers,38.0,61.0,1.0,NA,9999999.0,2017-18
03,BERGEN,5430,WALLINGTON BORO,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
03,BERGEN,5430,WALLINGTON BORO,Teachers,55.0,45.0,0.0,NA,9999999.0,2017-18
03,BERGEN,5755,WESTWOOD REGIONAL,Admin,9999999.0,89.0,11.0,NA,9999999.0,2017-18
03,BERGEN,5755,WESTWOOD REGIONAL,Teachers,39.0,61.0,0.0,NA,9999999.0,2017-18
03,BERGEN,5830,WOOD-RIDGE BORO,Admin,9999999.0,88.0,13.0,NA,9999999.0,2017-18
03,BERGEN,5830,WOOD-RIDGE BORO,Teachers,64.0,35.0,1.0,NA,9999999.0,2017-18
03,BERGEN,5880,WOODCLIFF LAKE BORO,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
03,BERGEN,5880,WOODCLIFF LAKE BORO,Teachers,34.0,66.0,0.0,NA,9999999.0,2017-18
03,BERGEN,5920,WYCKOFF TWP,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
03,BERGEN,5920,WYCKOFF TWP,Teachers,29.0,71.0,1.0,NA,9999999.0,2017-18
05,BURLINGTON,0200,BASS RIVER TWP,Admin,9999999.0,0.0,100.0,NA,9999999.0,2017-18
05,BURLINGTON,0200,BASS RIVER TWP,Teachers,67.0,33.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,0380,BEVERLY CITY,Admin,9999999.0,83.0,17.0,NA,9999999.0,2017-18
05,BURLINGTON,0380,BEVERLY CITY,Teachers,71.0,29.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,0475,BORDENTOWN REGIONAL,Admin,9999999.0,93.0,7.0,NA,9999999.0,2017-18
05,BURLINGTON,0475,BORDENTOWN REGIONAL,Teachers,71.0,29.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,0600,BURLINGTON CITY,Admin,9999999.0,88.0,13.0,NA,9999999.0,2017-18
05,BURLINGTON,0600,BURLINGTON CITY,Teachers,54.0,45.0,1.0,NA,9999999.0,2017-18
05,BURLINGTON,0605,BURLINGTON CO SPEC SERV,Admin,9999999.0,94.0,6.0,NA,9999999.0,2017-18
05,BURLINGTON,0605,BURLINGTON CO SPEC SERV,Teachers,72.0,28.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,0610,BURLINGTON CO VOCATIONAL,Admin,9999999.0,85.0,15.0,NA,9999999.0,2017-18
05,BURLINGTON,0610,BURLINGTON CO VOCATIONAL,Teachers,72.0,27.0,1.0,NA,9999999.0,2017-18
05,BURLINGTON,0620,BURLINGTON TWP,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,0620,BURLINGTON TWP,Teachers,69.0,31.0,1.0,NA,9999999.0,2017-18
05,BURLINGTON,0830,CHESTERFIELD TWP,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,0830,CHESTERFIELD TWP,Teachers,59.0,41.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,0840,CINNAMINSON TWP,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,0840,CINNAMINSON TWP,Teachers,56.0,44.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,1030,DELANCO TWP,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,1030,DELANCO TWP,Teachers,79.0,21.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,1060,DELRAN TWP,Admin,9999999.0,89.0,11.0,NA,9999999.0,2017-18
05,BURLINGTON,1060,DELRAN TWP,Teachers,54.0,46.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,1250,EASTAMPTON TWP,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,1250,EASTAMPTON TWP,Teachers,91.0,9.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,1280,EDGEWATER PARK TWP,Admin,9999999.0,67.0,33.0,NA,9999999.0,2017-18
05,BURLINGTON,1280,EDGEWATER PARK TWP,Teachers,59.0,41.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,1420,EVESHAM TWP,Admin,9999999.0,95.0,5.0,NA,9999999.0,2017-18
05,BURLINGTON,1420,EVESHAM TWP,Teachers,41.0,58.0,1.0,NA,9999999.0,2017-18
05,BURLINGTON,1520,FLORENCE TWP,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,1520,FLORENCE TWP,Teachers,86.0,14.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,1910,HAINESPORT TWP,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,1910,HAINESPORT TWP,Teachers,68.0,32.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,2610,LENAPE REGIONAL,Admin,9999999.0,95.0,5.0,NA,9999999.0,2017-18
05,BURLINGTON,2610,LENAPE REGIONAL,Teachers,45.0,54.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,2850,LUMBERTON TWP,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,2850,LUMBERTON TWP,Teachers,67.0,32.0,1.0,NA,9999999.0,2017-18
05,BURLINGTON,2960,MANSFIELD TWP,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,2960,MANSFIELD TWP,Teachers,66.0,34.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,3010,MAPLE SHADE TWP,Admin,9999999.0,92.0,8.0,NA,9999999.0,2017-18
05,BURLINGTON,3010,MAPLE SHADE TWP,Teachers,74.0,26.0,1.0,NA,9999999.0,2017-18
05,BURLINGTON,3070,MEDFORD LAKES BORO,Admin,9999999.0,100.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,3070,MEDFORD LAKES BORO,Teachers,55.0,45.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,3080,MEDFORD TWP,Admin,9999999.0,87.0,13.0,NA,9999999.0,2017-18
05,BURLINGTON,3080,MEDFORD TWP,Teachers,44.0,56.0,0.0,NA,9999999.0,2017-18
05,BURLINGTON,3360,MOORESTOWN TWP,Admin,9999999.0,81.0,19.0,NA,9999999.0,2017-18
05,BURLINGTON,3360,MOORESTOWN TWP,Teachers,44.0,54.0,2.0,NA,9999999.0,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,Admin,9999999.0,88.0,13.0,NA,9999999.0,2017-18
